지점,지점명,일시,풍향(deg),풍속(KT),순간풍속(KT),시정(m),일기현상,전운량(1/8),1층 운량(1/8),2층 운량(1/8),3층 운량(1/8),4층 운량(1/8),1층 운형,2층 운형,3층 운형,4층 운형,1층 운고(FT),2층 운고(FT),3층 운고(FT),4층 운고(FT),기온(°C),이슬점온도(°C),해면기압(hPa),현지기압(hPa),강수량(mm)
113,인천공항,2026-01-02 07:00,350,8,,10000,,0,,,,,,,,,,,,,-10.2,-18.1,1027.2,1026.3,
113,인천공항,2026-01-02 08:00,350,6,,10000,,0,,,,,,,,,,,,,-10.3,-18,1027.6,1026.7,
113,인천공항,2026-01-02 09:00,360,6,,10000,,0,,,,,,,,,,,,,-9.1,-18.3,1027.7,1026.8,
113,인천공항,2026-01-02 10:00,340,6,,10000,,0,,,,,,,,,,,,,-8.6,-19.3,1028.3,1027.4,
113,인천공항,2026-01-02 11:00,320,5,,10000,,0,,,,,,,,,,,,,-7.6,-18,1028,1027.1,
113,인천공항,2026-01-02 12:00,310,8,,10000,,0,,,,,,,,,,,,,-7.1,-17.6,1027.5,1026.6,
113,인천공항,2026-01-02 13:00,300,7,,10000,,0,,,,,,,,,,,,,-6,-16.5,1026.8,1025.9,
113,인천공항,2026-01-02 14:00,330,6,,10000,,0,,,,,,,,,,,,,-5.8,-15.5,1026,1025.1,
113,인천공항,2026-01-02 15:00,340,9,,10000,,0,,,,,,,,,,,,,-4.7,-14.9,1025.6,1024.7,
113,인천공항,2026-01-02 16:00,310,10,,10000,,0,,,,,,,,,,,,,-4.5,-15.2,1025.8,1024.9,
113,인천공항,2026-01-02 17:00,310,12,,10000,,1,1,,,,6,,,,3500,,,,-5.2,-14.5,1026.2,1025.3,
113,인천공항,2026-01-02 18:00,340,9,,10000,,0,,,,,,,,,,,,,-5.7,-14.2,1026.5,1025.6,
113,인천공항,2026-01-02 19:00,340,8,,10000,,0,,,,,,,,,,,,,-6,-15,1026.9,1026,
113,인천공항,2026-01-02 20:00,360,10,,10000,,0,,,,,,,,,,,,,-6.3,-15.1,1027.3,1026.4,
113,인천공항,2026-01-02 21:00,360,7,,10000,,0,,,,,,,,,,,,,-6.8,-15.4,1027.7,1026.8,
113,인천공항,2026-01-02 22:00,10,5,,10000,,0,,,,,,,,,,,,,-6.9,-15.3,1027.9,1027,
113,인천공항,2026-01-02 23:00,10,5,,10000,,0,,,,,,,,,,,,,-6.8,-15.2,1028.2,1027.3,
113,인천공항,2026-01-03 00:00,50,1,,10000,,0,,,,,,,,,,,,,-8,-15.4,1028.4,1027.5,
113,인천공항,2026-01-03 01:00,170,3,,10000,,0,,,,,,,,,,,,,-8.4,-15.6,1028,1027.1,
113,인천공항,2026-01-03 02:00,120,2,,10000,,0,,,,,,,,,,,,,-9.4,-15.3,1028.1,1027.2,
113,인천공항,2026-01-03 03:00,120,3,,10000,,0,,,,,,,,,,,,,-8.6,-14.6,1028.4,1027.5,
113,인천공항,2026-01-03 04:00,100,3,,10000,,0,,,,,,,,,,,,,-8.7,-14.5,1028.2,1027.3,
113,인천공항,2026-01-03 05:00,110,4,,10000,,0,,,,,,,,,,,,,-8.9,-14.6,1028.1,1027.2,
113,인천공항,2026-01-03 06:00,100,4,,10000,,0,,,,,,,,,,,,,-9,-14.4,1028.3,1027.4,
113,인천공항,2026-01-03 07:00,70,2,,10000,,0,,,,,,,,,,,,,-8.9,-13.6,1028.4,1027.5,
113,인천공항,2026-01-03 08:00,90,4,,10000,,0,,,,,,,,,,,,,-6.7,-12.2,1028.7,1027.8,
113,인천공항,2026-01-03 09:00,70,3,,10000,,0,,,,,,,,,,,,,-5.3,-11.1,1029.1,1028.2,
113,인천공항,2026-01-03 10:00,130,6,,10000,,3,3,,,,6,,,,5000,,,,-3.8,-10.5,1029.3,1028.4,
113,인천공항,2026-01-03 11:00,140,7,,10000,,7,7,,,,6,,,,5000,,,,-3.2,-10.2,1029.2,1028.3,
113,인천공항,2026-01-03 12:00,140,6,,10000,,6,6,,,,6,,,,4500,,,,-2.8,-10.1,1028.7,1027.8,
113,인천공항,2026-01-03 13:00,160,5,,10000,,7,7,,,,6,,,,3500,,,,-1.6,-8.9,1028.1,1027.2,
113,인천공항,2026-01-03 14:00,170,4,,10000,,7,7,,,,6,,,,3500,,,,-1.2,-8.3,1027.7,1026.8,
113,인천공항,2026-01-03 15:00,150,4,,10000,,7,7,,,,6,,,,3500,,,,-1,-7.4,1027.4,1026.5,
113,인천공항,2026-01-03 16:00,130,5,,10000,,7,7,,,,6,,,,3500,,,,-.3,-6.1,1027,1026.1,
113,인천공항,2026-01-03 17:00,140,4,,10000,,7,7,,,,6,,,,2500,,,,-.5,-6.1,1026.9,1026,
113,인천공항,2026-01-03 18:00,130,5,,10000,,7,7,,,,6,,,,4000,,,,-1.6,-6,1026.8,1025.9,
113,인천공항,2026-01-03 19:00,100,5,,10000,,7,3,7,,,7,6,,,1500,4000,,,-1.1,-5.3,1026.8,1026,
113,인천공항,2026-01-03 20:00,120,6,,10000,,6,6,,,,6,,,,4000,,,,-1.4,-6.6,1026.5,1025.7,
113,인천공항,2026-01-03 21:00,100,3,,10000,,3,3,,,,6,,,,4000,,,,-1.8,-6.5,1026.5,1025.6,
113,인천공항,2026-01-03 22:00,60,3,,10000,,3,3,,,,6,,,,4000,,,,-2.3,-6.8,1026.5,1025.6,
113,인천공항,2026-01-03 23:00,60,4,,10000,,4,4,,,,6,,,,4000,,,,-2.5,-6.7,1026.6,1025.7,
113,인천공항,2026-01-04 00:00,90,3,,10000,,6,6,,,,6,,,,4500,,,,-2.7,-6.2,1026.3,1025.4,
113,인천공항,2026-01-04 01:00,100,4,,10000,,6,6,,,,6,,,,4000,,,,-1.6,-6.5,1026.1,1025.3,
113,인천공항,2026-01-04 02:00,80,2,,10000,,7,7,,,,6,,,,4000,,,,-2,-5.2,1026.2,1025.3,
113,인천공항,2026-01-04 03:00,100,2,,10000,,4,4,,,,6,,,,3500,,,,-3.1,-6.7,1026.2,1025.3,
113,인천공항,2026-01-04 04:00,70,2,,10000,,4,4,,,,6,,,,3000,,,,-3.2,-5.8,1025.7,1024.8,
113,인천공항,2026-01-04 05:00,50,5,,10000,,3,3,,,,6,,,,2000,,,,-2.5,-4.5,1025.7,1024.8,
113,인천공항,2026-01-04 06:00,50,5,,10000,,2,2,,,,6,,,,2000,,,,-2.8,-5.4,1025.5,1024.6,
113,인천공항,2026-01-04 07:00,40,3,,9000,10,0,,,,,,,,,,,,,-3.6,-6,1026.2,1025.3,
113,인천공항,2026-01-04 08:00,60,3,,9000,10,0,,,,,,,,,,,,,-3.4,-5.7,1026.3,1025.4,
113,인천공항,2026-01-04 09:00,360,1,,8000,10,0,,,,,,,,,,,,,-1.8,-4.5,1026.6,1025.7,
113,인천공항,2026-01-04 10:00,20,2,,9000,5,0,,,,,,,,,,,,,.4,-4.4,1027.1,1026.2,
113,인천공항,2026-01-04 11:00,340,3,,10000,,0,,,,,,,,,,,,,1.6,-5.7,1027.1,1026.2,
113,인천공항,2026-01-04 12:00,310,4,,10000,,2,2,,,,0,,,,19000,,,,2.7,-5.8,1026.5,1025.6,
113,인천공항,2026-01-04 13:00,290,5,,10000,,2,2,,,,0,,,,18000,,,,3,-5.1,1025.4,1024.6,
113,인천공항,2026-01-04 14:00,260,7,,10000,,2,2,,,,0,,,,17000,,,,2.4,-4.8,1025,1024.1,
113,인천공항,2026-01-04 15:00,280,9,,10000,,0,,,,,,,,,,,,,2.4,-4.8,1024.7,1023.8,
113,인천공항,2026-01-04 16:00,280,8,,10000,,5,5,,,,0,,,,16000,,,,2,-4.2,1024.5,1023.7,
113,인천공항,2026-01-04 17:00,290,4,,10000,,6,6,,,,3,,,,15000,,,,.4,-4.2,1024,1023.1,
113,인천공항,2026-01-04 18:00,280,6,,10000,,7,7,,,,3,,,,15000,,,,.6,-3.5,1023.8,1022.9,
113,인천공항,2026-01-04 19:00,270,4,,10000,,7,7,,,,3,,,,13000,,,,.8,-3.1,1023.7,1022.8,
113,인천공항,2026-01-04 20:00,270,5,,10000,,6,6,,,,3,,,,14000,,,,.5,-3.4,1023.7,1022.8,
113,인천공항,2026-01-04 21:00,320,8,,10000,,6,6,,,,3,,,,15000,,,,.8,-4.9,1023.4,1022.5,
113,인천공항,2026-01-04 22:00,330,11,,10000,,5,5,,,,0,,,,20000,,,,1.2,-7.9,1023.3,1022.5,
113,인천공항,2026-01-04 23:00,320,9,,10000,,4,4,,,,0,,,,20000,,,,.2,-7.2,1023.5,1022.6,
113,인천공항,2026-01-05 00:00,330,7,,10000,,5,5,,,,0,,,,18000,,,,-.7,-7.5,1023.4,1022.5,
113,인천공항,2026-01-05 01:00,320,9,,10000,,6,2,6,,,3,0,,,14000,17000,,,-.6,-9.4,1023.4,1022.5,
113,인천공항,2026-01-05 02:00,320,6,,10000,,5,5,,,,3,,,,15000,,,,-1.3,-8.5,1023.1,1022.3,
113,인천공항,2026-01-05 03:00,300,6,,10000,,4,4,,,,0,,,,17000,,,,-2.5,-8.3,1023.1,1022.2,
113,인천공항,2026-01-05 04:00,320,8,,10000,,0,,,,,,,,,,,,,-2.2,-8.1,1022.6,1021.8,
113,인천공항,2026-01-05 05:00,310,9,,10000,,0,,,,,,,,,,,,,-2.1,-7.6,1022.4,1021.5,
113,인천공항,2026-01-05 06:00,310,9,,10000,,0,,,,,,,,,,,,,-1.9,-7.9,1022.6,1021.7,
113,인천공항,2026-01-05 07:00,320,12,,10000,,0,,,,,,,,,,,,,-1.5,-8.3,1022.8,1021.9,
113,인천공항,2026-01-05 08:00,320,10,,10000,,0,,,,,,,,,,,,,-2.2,-7.6,1023.3,1022.4,
113,인천공항,2026-01-05 09:00,330,12,,10000,,0,,,,,,,,,,,,,-1.3,-10.8,1023.9,1023,
113,인천공항,2026-01-05 10:00,330,11,,10000,,0,,,,,,,,,,,,,-.9,-11,1024.4,1023.5,
113,인천공항,2026-01-05 11:00,330,12,,10000,,0,,,,,,,,,,,,,-.4,-12.3,1024.9,1024,
113,인천공항,2026-01-05 12:00,310,13,,10000,,0,,,,,,,,,,,,,-.4,-12.4,1024.4,1023.6,
113,인천공항,2026-01-05 13:00,320,14,,10000,,0,,,,,,,,,,,,,.6,-13.3,1023.8,1023,
113,인천공항,2026-01-05 14:00,310,13,,10000,,0,,,,,,,,,,,,,.7,-14.7,1023.2,1022.4,
113,인천공항,2026-01-05 15:00,320,15,,10000,,0,,,,,,,,,,,,,.8,-15.7,1023.3,1022.4,
113,인천공항,2026-01-05 16:00,320,15,,10000,,0,,,,,,,,,,,,,.2,-14.5,1023.8,1022.9,
113,인천공항,2026-01-05 17:00,310,12,,10000,,0,,,,,,,,,,,,,-.5,-13.8,1024.2,1023.3,
113,인천공항,2026-01-05 18:00,310,11,,10000,,0,,,,,,,,,,,,,-1.5,-12.9,1024.6,1023.7,
113,인천공항,2026-01-05 19:00,320,16,,10000,,0,,,,,,,,,,,,,-1.6,-13.4,1025.1,1024.2,
113,인천공항,2026-01-05 20:00,330,14,,10000,,0,,,,,,,,,,,,,-2.3,-12.4,1025.7,1024.9,
113,인천공항,2026-01-05 21:00,350,10,,10000,,0,,,,,,,,,,,,,-2.8,-13.5,1026.1,1025.2,
113,인천공항,2026-01-05 22:00,350,8,,10000,,0,,,,,,,,,,,,,-3.1,-13.7,1026.5,1025.6,
113,인천공항,2026-01-05 23:00,340,10,,10000,,0,,,,,,,,,,,,,-3.3,-13.5,1026.8,1025.9,
113,인천공항,2026-01-06 00:00,330,3,,10000,,0,,,,,,,,,,,,,-4.5,-13,1026.7,1025.8,
113,인천공항,2026-01-06 01:00,10,5,,10000,,0,,,,,,,,,,,,,-3.8,-12.8,1026.4,1025.5,
113,인천공항,2026-01-06 02:00,360,4,,10000,,0,,,,,,,,,,,,,-5.9,-13,1026.6,1025.7,
113,인천공항,2026-01-06 03:00,30,2,,10000,,0,,,,,,,,,,,,,-5.5,-12.8,1026.9,1026,
113,인천공항,2026-01-06 04:00,80,2,,10000,,0,,,,,,,,,,,,,-6.7,-13.6,1026.6,1025.7,
113,인천공항,2026-01-06 05:00,120,3,,10000,,0,,,,,,,,,,,,,-5.6,-12.7,1026.2,1025.3,
113,인천공항,2026-01-06 06:00,110,2,,10000,,0,,,,,,,,,,,,,-6.2,-13.1,1025.9,1025,
113,인천공항,2026-01-06 07:00,110,2,,10000,,0,,,,,,,,,,,,,-6.3,-13.7,1025.9,1025,
113,인천공항,2026-01-06 08:00,120,2,,10000,,0,,,,,,,,,,,,,-7.5,-13.5,1025.8,1024.9,
113,인천공항,2026-01-06 09:00,90,5,,10000,,0,,,,,,,,,,,,,-2.6,-11.3,1025.5,1024.6,
113,인천공항,2026-01-06 10:00,130,7,,10000,,0,,,,,,,,,,,,,-.7,-9,1025.6,1024.7,
113,인천공항,2026-01-06 11:00,140,8,,10000,,0,,,,,,,,,,,,,-.1,-9.6,1025.6,1024.7,
113,인천공항,2026-01-06 12:00,140,7,,10000,,0,,,,,,,,,,,,,1,-9.3,1024.7,1023.8,
113,인천공항,2026-01-06 13:00,140,6,,10000,,4,4,,,,6,,,,4000,,,,1.7,-8.3,1023.9,1023,
113,인천공항,2026-01-06 14:00,160,8,,10000,,6,6,,,,6,,,,3500,,,,1.9,-6.7,1022.9,1022,
113,인천공항,2026-01-06 15:00,150,8,,10000,,5,5,,,,6,,,,3000,,,,2.7,-4.6,1022.3,1021.4,
113,인천공항,2026-01-06 16:00,160,8,,10000,,6,6,,,,6,,,,2500,,,,3.2,-2.8,1021.9,1021,
113,인천공항,2026-01-06 17:00,170,9,,10000,,6,3,6,,,6,6,,,2500,4000,,,3.2,-2.2,1021.2,1020.3,
113,인천공항,2026-01-06 18:00,210,8,,10000,,7,6,7,,,6,0,,,3500,20000,,,4.2,-1.1,1020.9,1020,
113,인천공항,2026-01-06 19:00,190,6,,10000,,7,5,7,,,6,0,,,3500,18000,,,3.6,-.1,1021.2,1020.3,
113,인천공항,2026-01-06 20:00,200,7,18,10000,,7,6,7,,,6,0,,,2500,17000,,,3.6,.2,1021.1,1020.2,
113,인천공항,2026-01-06 21:00,250,6,,10000,,7,3,7,,,6,3,,,3500,15000,,,3.8,-1.1,1020.8,1019.9,
113,인천공항,2026-01-06 22:00,250,6,,10000,,2,2,,,,3,,,,15000,,,,3.3,-1.8,1020.5,1019.7,
113,인천공항,2026-01-06 23:00,260,9,,10000,,4,4,,,,6,,,,4000,,,,4.2,-1.9,1020.5,1019.7,
113,인천공항,2026-01-07 00:00,250,9,,8000,5,6,6,,,,6,,,,4000,,,,3.7,-2.3,1020.2,1019.4,
113,인천공항,2026-01-07 01:00,250,6,,8000,5,6,6,,,,6,,,,4000,,,,3,-2.6,1019.5,1018.6,
113,인천공항,2026-01-07 02:00,240,7,,7000,10,7,7,,,,6,,,,4000,,,,3.1,-.8,1019.2,1018.3,
113,인천공항,2026-01-07 03:00,250,8,,6000,10,6,6,,,,6,,,,4500,,,,3.5,-.9,1019,1018.2,
113,인천공항,2026-01-07 04:00,250,11,,7000,5,7,7,,,,6,,,,4500,,,,4.3,-3.2,1018.3,1017.4,
113,인천공항,2026-01-07 05:00,250,12,,5000,5,7,7,,,,6,,,,4000,,,,4.5,-1.3,1018.2,1017.3,
113,인천공항,2026-01-07 06:00,290,13,,7000,5,7,7,,,,6,,,,4000,,,,4,-2.1,1018.4,1017.5,
113,인천공항,2026-01-07 07:00,320,10,,7000,10,2,2,,,,6,,,,6000,,,,.9,-2.9,1019.2,1018.3,
113,인천공항,2026-01-07 08:00,320,17,,7000,5,0,,,,,,,,,,,,,.2,-4,1019.9,1019,
113,인천공항,2026-01-07 09:00,320,17,,10000,,0,,,,,,,,,,,,,.2,-7.9,1020.8,1019.9,
113,인천공항,2026-01-07 10:00,320,19,,10000,,0,,,,,,,,,,,,,.6,-10.2,1021.7,1020.8,
113,인천공항,2026-01-07 11:00,310,18,,10000,,0,,,,,,,,,,,,,.5,-10.7,1022.1,1021.2,
113,인천공항,2026-01-07 12:00,300,13,,10000,,0,,,,,,,,,,,,,.8,-9.1,1021.9,1021,
113,인천공항,2026-01-07 13:00,290,15,,10000,,0,,,,,,,,,,,,,1.5,-10.1,1021.7,1020.8,
113,인천공항,2026-01-07 14:00,280,15,,10000,,0,,,,,,,,,,,,,1.7,-10.3,1021.9,1021,
113,인천공항,2026-01-07 15:00,300,14,24,10000,,0,,,,,,,,,,,,,1.2,-11.7,1022.1,1021.2,
113,인천공항,2026-01-07 16:00,300,13,,10000,,0,,,,,,,,,,,,,.7,-12.1,1022.4,1021.6,
113,인천공항,2026-01-07 17:00,300,13,,10000,,0,,,,,,,,,,,,,-.5,-11.6,1022.6,1021.8,
113,인천공항,2026-01-07 18:00,310,14,,10000,,0,,,,,,,,,,,,,-1.6,-12.6,1023.7,1022.8,
113,인천공항,2026-01-07 19:00,310,16,,10000,,0,,,,,,,,,,,,,-2.2,-13.6,1024.7,1023.8,
113,인천공항,2026-01-07 20:00,320,16,,10000,,0,,,,,,,,,,,,,-2.7,-13.8,1025.6,1024.7,
113,인천공항,2026-01-07 21:00,320,15,,10000,,0,,,,,,,,,,,,,-3.2,-13.4,1025.9,1025.1,
113,인천공항,2026-01-07 22:00,330,21,,10000,,0,,,,,,,,,,,,,-3.2,-14.9,1026.3,1025.4,
113,인천공항,2026-01-07 23:00,320,19,,10000,,0,,,,,,,,,,,,,-3.4,-15.8,1026.7,1025.8,
113,인천공항,2026-01-08 00:00,330,16,,10000,,0,,,,,,,,,,,,,-3.7,-16.8,1027,1026.1,
113,인천공항,2026-01-08 01:00,330,15,,10000,,0,,,,,,,,,,,,,-4.2,-15.6,1027.1,1026.2,
113,인천공항,2026-01-08 02:00,350,9,,10000,,0,,,,,,,,,,,,,-4.8,-16.3,1027.4,1026.5,
113,인천공항,2026-01-08 03:00,330,10,,10000,,0,,,,,,,,,,,,,-5.5,-15.8,1027.8,1026.9,
113,인천공항,2026-01-08 04:00,320,13,,10000,,0,,,,,,,,,,,,,-5.9,-15.2,1028,1027.1,
113,인천공항,2026-01-08 05:00,340,12,,10000,,0,,,,,,,,,,,,,-6.1,-15.6,1028,1027.1,
113,인천공항,2026-01-08 06:00,350,12,,10000,,0,,,,,,,,,,,,,-6.3,-17,1028.2,1027.3,
113,인천공항,2026-01-08 07:00,330,14,,10000,,0,,,,,,,,,,,,,-6.6,-18.8,1029.3,1028.4,
113,인천공항,2026-01-08 08:00,330,11,,10000,,0,,,,,,,,,,,,,-6.7,-19.1,1029.9,1029,
113,인천공항,2026-01-08 09:00,350,11,,10000,,0,,,,,,,,,,,,,-5.9,-18.9,1030,1029.1,
113,인천공항,2026-01-08 10:00,340,9,,10000,,0,,,,,,,,,,,,,-5,-18.7,1030.4,1029.5,
113,인천공항,2026-01-08 11:00,340,11,,10000,,0,,,,,,,,,,,,,-4.4,-19.7,1030.2,1029.3,
113,인천공항,2026-01-08 12:00,320,8,,10000,,0,,,,,,,,,,,,,-3.9,-18.2,1029.4,1028.5,
113,인천공항,2026-01-08 13:00,310,9,,10000,,0,,,,,,,,,,,,,-3.5,-18.7,1028.5,1027.6,
113,인천공항,2026-01-08 14:00,300,7,,10000,,0,,,,,,,,,,,,,-3.2,-18.5,1028,1027.1,
113,인천공항,2026-01-08 15:00,290,6,,10000,,0,,,,,,,,,,,,,-2.8,-16.1,1027.9,1027,
113,인천공항,2026-01-08 16:00,300,8,,10000,,0,,,,,,,,,,,,,-2.5,-16.9,1027.8,1026.9,
113,인천공항,2026-01-08 17:00,260,6,,10000,,0,,,,,,,,,,,,,-2.9,-15,1027.8,1026.9,
113,인천공항,2026-01-08 18:00,230,5,,10000,,0,,,,,,,,,,,,,-4,-14.8,1027.7,1026.9,
113,인천공항,2026-01-08 19:00,220,3,,10000,,0,,,,,,,,,,,,,-3.4,-13.6,1028.1,1027.2,
113,인천공항,2026-01-08 20:00,110,2,,10000,,0,,,,,,,,,,,,,-5.1,-12.4,1028,1027.1,
113,인천공항,2026-01-08 21:00,90,2,,10000,,0,,,,,,,,,,,,,-5.7,-12.3,1027.9,1027,
113,인천공항,2026-01-08 22:00,60,1,,10000,,0,,,,,,,,,,,,,-6,-11.4,1028,1027.1,
113,인천공항,2026-01-08 23:00,120,2,,10000,,0,,,,,,,,,,,,,-6,-11.8,1027.4,1026.5,
113,인천공항,2026-01-09 00:00,120,4,,10000,,0,,,,,,,,,,,,,-4,-11.2,1027,1026.1,
113,인천공항,2026-01-09 01:00,110,6,,10000,,0,,,,,,,,,,,,,-3.9,-8.8,1026.7,1025.8,
113,인천공항,2026-01-09 02:00,130,5,,10000,,0,,,,,,,,,,,,,-4.1,-8.7,1026.5,1025.6,
113,인천공항,2026-01-09 03:00,130,7,,10000,,0,,,,,,,,,,,,,-3.5,-8.5,1026.3,1025.4,
113,인천공항,2026-01-09 04:00,140,6,,10000,,2,2,,,,6,,,,4000,,,,-3.7,-8.1,1025.4,1024.5,
113,인천공항,2026-01-09 05:00,130,9,,10000,,5,5,,,,6,,,,4000,,,,-3.1,-7.3,1024.5,1023.6,
113,인천공항,2026-01-09 06:00,130,8,,10000,,6,6,,,,6,,,,4000,,,,-2.7,-6.6,1024,1023.1,
113,인천공항,2026-01-09 07:00,140,9,,10000,,7,7,,,,6,,,,3500,,,,-2.3,-6.2,1023.7,1022.8,
113,인천공항,2026-01-09 08:00,130,10,,10000,,6,6,,,,6,,,,4000,,,,-2.2,-6.5,1023.4,1022.5,
113,인천공항,2026-01-09 09:00,140,9,,10000,,5,5,,,,6,,,,4000,,,,-1,-5.2,1023,1022.1,
113,인천공항,2026-01-09 10:00,130,10,,10000,,5,5,,,,6,,,,4000,,,,.3,-5,1022.9,1022,
113,인천공항,2026-01-09 11:00,140,9,,10000,,4,4,,,,6,,,,4000,,,,1.5,-4,1022.4,1021.5,
113,인천공항,2026-01-09 12:00,150,10,,10000,,5,5,,,,6,,,,3500,,,,1.8,-3.6,1021.2,1020.3,
113,인천공항,2026-01-09 13:00,160,9,,10000,,7,7,,,,6,,,,3000,,,,3.4,-1.7,1019.8,1018.9,
113,인천공항,2026-01-09 14:00,150,10,,10000,,7,7,,,,6,,,,3500,,,,4.4,-.9,1018.7,1017.8,
113,인천공항,2026-01-09 15:00,180,12,,10000,,7,7,,,,6,,,,3500,,,,5.4,.1,1018,1017.1,
113,인천공항,2026-01-09 16:00,200,13,,10000,21,7,7,,,,6,,,,3000,,,,6,0,1017.5,1016.6,0
113,인천공항,2026-01-09 17:00,200,12,,10000,21,7,7,,,,6,,,,3000,,,,6,.3,1016.9,1016,0
113,인천공항,2026-01-09 18:00,190,13,,10000,,7,7,,,,6,,,,4000,,,,6.3,0,1016,1015.1,
113,인천공항,2026-01-09 19:00,170,10,24,10000,,6,6,,,,6,,,,5000,,,,4.3,.8,1015.4,1014.5,
113,인천공항,2026-01-09 20:00,170,12,,10000,,2,2,,,,6,,,,4000,,,,4.6,1.5,1015,1014.1,
113,인천공항,2026-01-09 21:00,160,7,,10000,,4,4,,,,6,,,,3500,,,,3.7,1.4,1014.5,1013.6,
113,인천공항,2026-01-09 22:00,190,14,,10000,,6,6,,,,6,,,,3000,,,,6.7,1.2,1013.8,1012.9,
113,인천공항,2026-01-09 23:00,200,16,26,10000,,4,4,,,,6,,,,3000,,,,7,1,1013.3,1012.5,
113,인천공항,2026-01-10 00:00,200,18,28,10000,,7,7,,,,6,,,,4000,,,,7.1,1.9,1012.3,1011.5,
113,인천공항,2026-01-10 01:00,200,18,,10000,,7,7,,,,6,,,,3500,,,,7.5,2.2,1010.8,1009.9,
